2100.658958	-551.411431	-13028114.080550	6274767.622028
2131.003854	-3647.373547	-12761486.454526	4164397.147498
1418.586896	-1998.488601	-13359788.102788	5161185.257000
1925.545892	-2078.280375	-13027663.021117	5161137.645810
2009.638751	-1187.534713	-13015474.556459	5780040.795675
2371.114840	-2131.094223	-12697419.463143	5158981.035238
2275.279876	-3213.158453	-12696317.352262	4438773.616544
3185.144348	-2399.058236	-12139090.090691	5012929.301251
2252.913561	-573.716781	-12918418.263811	6275253.600490
3163.503812	-3260.702471	-12139259.374922	4439309.683276
711.106682	-1865.818519	-13827270.361736	5160657.330018
1625.365724	-4126.073034	-13038272.236341	3833567.763948
2080.173438	-4131.372184	-12770709.442259	3857827.106180
4045.156257	-2397.980868	-11584287.473058	5013502.398910
1311.098293	-2646.762201	-13358909.737697	4721881.269676
976.994810	-951.594951	-13804712.131917	5817064.837061
1267.718343	-390.414008	-13699328.680214	6272563.109773
986.508375	-463.255262	-13883076.556305	6169999.436798
4024.209059	-1513.171457	-11584287.473058	5621867.605372
4032.298153	-1970.667757	-11583273.531047	5311998.109994
4013.890163	-651.161843	-11583273.531047	6275507.526838
3139.488226	-4490.845277	-12139090.090691	3674878.522516
2920.705043	-1499.942893	-12362263.135705	5622042.179736
6171.795291	-625.471664	-9970841.227310	6106223.295474
5040.801284	-587.431522	-10823830.964980	6275143.830247
5274.020440	-1780.790419	-10738884.238096	5388575.988515
5451.633420	-2415.054860	-10661575.751904	4951661.732794
4386.799978	-2601.434854	-11360852.860395	4866608.162383
4377.308710	-2385.260274	-11360652.227232	5012418.313664
